sample_name,annual_precpt,annual_temp,bulk_elect_conductivity,collection_date,collection_time,cur_land_use,cur_vegetation,depth,ecoregion,elev,env_broad_scale,env_local_scale,env_medium,geo_loc_name,growth_facil,infiltration_1,infiltration_2,infiltration_notes,lat_lon,misc_param,other,other_treatment,previous_land_use,samp_store_temp,sample_collection_dev,sampling_set,shipped_sample_size,soil_type,soil_type_meth,storage_condt,temp,water_content,watering_regm,weather,agrochem_addition,chem_administration,crop_rotation,drainage_class,extreme_event,fao_class,fire,flooding,link_climate_info,neon_plot_id,previous_land_use_meth,season_precpt,season_temp,slope_aspect,slope_gradient,tillage
61799_5_C4,1111.885 mm,8.079 C,0.016 mS/cm,2025-07-14,13:10:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest edge,0-10 cm,Northeast,358.77 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:31 mm:ss,00:50 mm:ss,,"42.5396, -72.1896","vegetation: cinnamon fern, red maple, red oak, black birch","Control Treatment, Forest Edge",NA (throughfall control),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,5,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,30.0 C,0.220 m3/m3,NA (throughfall control),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,5 percent,
61799_6_A,1111.885 mm,8.079 C,0.027 mS/cm,2025-07-14,13:35:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest interior,0-30 cm,Northeast,358.08 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:07 mm:ss,00:10 mm:ss,,"42.5398, -72.1897","vegetation: red oak, black birch, white pine, red maple, cinnamon fern, blueberry","Control Treatment, Forest Interior",NA (throughfall control),Old Field Succession (agricultural abandonment); 1880,4 C,slide hammer corer 7.5X30 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,27.7 C,0.162 m3/m3,NA (throughfall control),"partial cloud cover, 23-28 C",,,,,,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,5 percent,
61799_6_B,1111.885 mm,8.079 C,0.027 mS/cm,2025-07-14,13:45:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest interior,0-30 cm,Northeast,358.08 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:07 mm:ss,00:10 mm:ss,,"42.5398, -72.1897","vegetation: red oak, black birch, white pine, red maple, cinnamon fern, blueberry","Control Treatment, Forest Interior",NA (throughfall control),Old Field Succession (agricultural abandonment); 1880,4 C,slide hammer corer 7.5X30 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,27.7 C,0.162 m3/m3,NA (throughfall control),"partial cloud cover, 23-28 C",,,,,,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,5 percent,
61799_6_C1,1111.885 mm,8.079 C,0.027 mS/cm,2025-07-14,14:00:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest interior,0-10 cm,Northeast,358.08 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:07 mm:ss,00:10 mm:ss,,"42.5398, -72.1897","vegetation: red oak, black birch, white pine, red maple, cinnamon fern, blueberry","Control Treatment, Forest Interior",NA (throughfall control),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,27.7 C,0.162 m3/m3,NA (throughfall control),"partial cloud cover, 23-28 C",,,,,,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,5 percent,
61799_6_C2,1111.885 mm,8.079 C,0.027 mS/cm,2025-07-14,14:00:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest interior,0-10 cm,Northeast,358.08 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:07 mm:ss,00:10 mm:ss,,"42.5398, -72.1897","vegetation: red oak, black birch, white pine, red maple, cinnamon fern, blueberry","Control Treatment, Forest Interior",NA (throughfall control),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,27.7 C,0.162 m3/m3,NA (throughfall control),"partial cloud cover, 23-28 C",,,,,,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,5 percent,
61799_6_C3,1111.885 mm,8.079 C,0.027 mS/cm,2025-07-14,14:00:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest interior,0-10 cm,Northeast,358.08 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:07 mm:ss,00:10 mm:ss,,"42.5398, -72.1897","vegetation: red oak, black birch, white pine, red maple, cinnamon fern, blueberry","Control Treatment, Forest Interior",NA (throughfall control),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,27.7 C,0.162 m3/m3,NA (throughfall control),"partial cloud cover, 23-28 C",,,,,,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,5 percent,
61799_6_C4,1111.885 mm,8.079 C,0.027 mS/cm,2025-07-14,14:00:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest interior,0-10 cm,Northeast,358.08 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:07 mm:ss,00:10 mm:ss,,"42.5398, -72.1897","vegetation: red oak, black birch, white pine, red maple, cinnamon fern, blueberry","Control Treatment, Forest Interior",NA (throughfall control),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,27.7 C,0.162 m3/m3,NA (throughfall control),"partial cloud cover, 23-28 C",,,,,,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,5 percent,
61799_7_A,1111.885 mm,8.079 C,0.018 mS/cm,2025-07-14,09:10:00 hh:mm:ss,hardwoods,herbaceous and shrubby forest clearing,0-30 cm,Northeast,355.37 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:08 mm:ss,00:08 mm:ss,,"42.5393, -72.1902","vegetation: hay scented fern, black cherry, black birch, white pine","Throughfall Addition (pre-treatment), Forest Clearing",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,slide hammer corer 7.5X30 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.1 C,0.331 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_7_B,1111.885 mm,8.079 C,0.018 mS/cm,2025-07-14,09:20:00 hh:mm:ss,hardwoods,herbaceous and shrubby forest clearing,0-30 cm,Northeast,355.37 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:08 mm:ss,00:08 mm:ss,,"42.5393, -72.1902","vegetation: hay scented fern, black cherry, black birch, white pine","Throughfall Addition (pre-treatment), Forest Clearing",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,slide hammer corer 7.5X30 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.1 C,0.331 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_7_C1,1111.885 mm,8.079 C,0.018 mS/cm,2025-07-14,09:30:00 hh:mm:ss,hardwoods,herbaceous and shrubby forest clearing,0-10 cm,Northeast,355.37 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:08 mm:ss,00:08 mm:ss,,"42.5393, -72.1902","vegetation: hay scented fern, black cherry, black birch, white pine","Throughfall Addition (pre-treatment), Forest Clearing",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.1 C,0.331 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_7_C2,1111.885 mm,8.079 C,0.018 mS/cm,2025-07-14,09:30:00 hh:mm:ss,hardwoods,herbaceous and shrubby forest clearing,0-10 cm,Northeast,355.37 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:08 mm:ss,00:08 mm:ss,,"42.5393, -72.1902","vegetation: hay scented fern, black cherry, black birch, white pine","Throughfall Addition (pre-treatment), Forest Clearing",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.1 C,0.331 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_7_C3,1111.885 mm,8.079 C,0.018 mS/cm,2025-07-14,09:30:00 hh:mm:ss,hardwoods,herbaceous and shrubby forest clearing,0-10 cm,Northeast,355.37 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:08 mm:ss,00:08 mm:ss,,"42.5393, -72.1902","vegetation: hay scented fern, black cherry, black birch, white pine","Throughfall Addition (pre-treatment), Forest Clearing",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.1 C,0.331 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_7_C4,1111.885 mm,8.079 C,0.018 mS/cm,2025-07-14,09:30:00 hh:mm:ss,hardwoods,herbaceous and shrubby forest clearing,0-10 cm,Northeast,355.37 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:08 mm:ss,00:08 mm:ss,,"42.5393, -72.1902","vegetation: hay scented fern, black cherry, black birch, white pine","Throughfall Addition (pre-treatment), Forest Clearing",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.1 C,0.331 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_8_A,1111.885 mm,8.079 C,0.028 mS/cm,2025-07-14,10:15:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest edge,0-30 cm,Northeast,353.54 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:09 mm:ss,00:13 mm:ss,,"42.5395, -72.1902","vegetation: black birch, red oak, white pine","Throughfall Addition (pre-treatment), Forest Edge",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,slide hammer corer 7.5X30 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,24.0 C,0.187 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_8_B,1111.885 mm,8.079 C,0.028 mS/cm,2025-07-14,10:25:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest edge,0-30 cm,Northeast,353.54 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:09 mm:ss,00:13 mm:ss,,"42.5395, -72.1902","vegetation: black birch, red oak, white pine","Throughfall Addition (pre-treatment), Forest Edge",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,slide hammer corer 7.5X30 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,24.0 C,0.187 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_8_C1,1111.885 mm,8.079 C,0.028 mS/cm,2025-07-14,10:30:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest edge,0-10 cm,Northeast,353.54 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:09 mm:ss,00:13 mm:ss,,"42.5395, -72.1902","vegetation: black birch, red oak, white pine","Throughfall Addition (pre-treatment), Forest Edge",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,24.0 C,0.187 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_8_C2,1111.885 mm,8.079 C,0.028 mS/cm,2025-07-14,10:30:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest edge,0-10 cm,Northeast,353.54 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:09 mm:ss,00:13 mm:ss,,"42.5395, -72.1902","vegetation: black birch, red oak, white pine","Throughfall Addition (pre-treatment), Forest Edge",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,24.0 C,0.187 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_8_C3,1111.885 mm,8.079 C,0.028 mS/cm,2025-07-14,10:30:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest edge,0-10 cm,Northeast,353.54 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:09 mm:ss,00:13 mm:ss,,"42.5395, -72.1902","vegetation: black birch, red oak, white pine","Throughfall Addition (pre-treatment), Forest Edge",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,24.0 C,0.187 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_8_C4,1111.885 mm,8.079 C,0.028 mS/cm,2025-07-14,10:30:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest edge,0-10 cm,Northeast,353.54 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:09 mm:ss,00:13 mm:ss,,"42.5395, -72.1902","vegetation: black birch, red oak, white pine","Throughfall Addition (pre-treatment), Forest Edge",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,hand collected 5X10 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,24.0 C,0.187 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,2012-01-24,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
61799_9_A,1111.885 mm,8.079 C,0.022 mS/cm,2025-07-14,10:55:00 hh:mm:ss,hardwoods,mixed deciduous hardwood forest interior,0-30 cm,Northeast,352.9 m,__temperate woodland biome [ENVO:01000221],forested area [ENVO:00000111],forest soil [ENVO:00002261],"United States: Massachusetts, Petersham",field,00:12 mm:ss,00:17 mm:ss,,"42.5397, -72.1903","vegetation: red maple, american beech, red oak, cinnamon fern","Throughfall Addition (pre-treatment), Forest Interior",NA (pre-treatment throughfall addition site),Old Field Succession (agricultural abandonment); 1880,4 C,slide hammer corer 7.5X30 cm,9,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.5 C,0.194 m3/m3,NA (pre-treatment throughfall addition site),"partial cloud cover, 23-28 C",,,,,,,,,"Fisher Meteorological Station Harvard Forest: https://harvardforest.fas.harvard.edu/data-archives/data-in-real-time/met-hydro-stations/
Boose E, Gould E, VanScoy M. 2025. Harvard Forest Climate Data since 1964. Harvard Forest Data Archive: HF300 (v.13). Environmental Data Initiative: https://doi.org/10.6073/pasta/cf40131bd0478538d91b63d8b698c349.",,"Foster, D. R. (1992). Land-use history (1730-1990) and vegetation dynamics in central New England, USA. Journal of ecology, 753-771.",309.092 mm,19.461 C,250 degrees,3 percent,
