Proposal_ID,Sampling_Set,Core_Section,Sample_Name,Bulk_density_g_per_cm3,Beta_Glucosidase_ug_pNP_per_g_per_h,GWC_percent,HClExtOM_TOC_mg_per_kg,HClExtOM_TN_mg_per_kg,Ca_meq_per_100g,Mg_meq_per_100g,Na_meq_per_100g,K_meq_per_100g,SO4_S_mg_per_kg,B_mg_per_kg,Zn_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Fe_mg_per_kg,MBC_mg_per_kg,MBN_mg_per_kg,NO3_N_mg_per_kg,NH4_N_mg_per_kg,PO4_P_mg_per_kg,pH,Sand_percent,Silt_percent,Clay_percent,WEOM_TOC_mg_per_kg,WEOM_TN_mg_per_kg,flag_Bulk_density,flag_Beta_Glucosidase,flag_GWC,flag_HClExtOM_TOC,flag_HClExtOM_TN,flag_Ca,flag_Mg,flag_Na,flag_K,flag_SO4S,flag_B,flag_Zn,flag_Mn,flag_Cu,flag_Fe,flag_MBC,flag_MBN,flag_NO3N,flag_NH4N,flag_P,flag_pH,flag_Texture,flag_WEOM_TOC,flag_WEOM_TN
61343,6,TOP,61343_6_TOP,1.35,66,16.25,5631.23,101.23,2.2,0.64,0.13,0.33,3,0.11,0.16,62,0.1,27,153.46,12.06,0.25,5.33,15,5.86,44.2,33.3,22.6,87.29,1.76,,,,,,,,,,,,,,,,,,,,,,,,
61343,6,BTM,61343_6_BTM,1,35.8,31.3,2851.52,44.3,1.9,0.85,0.09,0.45,4,0.05,0.16,7.3,0.2,12,142.51,11.06,,,1.62,5.71,36.8,28.2,35.1,18.35,0.78,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61343,7,TOP,61343_7_TOP,1.6,57.2,23.03,2593.75,89.46,8.7,2.07,0.04,0.57,3,0.21,0.78,28.2,0.3,48,79.17,16.96,0.77,6.3,151.83,6.54,35.4,36.6,28.1,54.43,3.95,,,,,,,,,,,,,,,,,,,,,,,,
61343,7,BTM,61343_7_BTM,1.14,17.7,12.8,1881.91,47.86,3.4,1.17,0.05,0.46,4,0.18,0.28,28.1,0.4,48,146.51,14.24,0.98,3.46,76.01,5.79,29.4,36.5,34.2,61.81,1.84,,,,,,,,,,,,,,,,,,,,,,,,
61343,8,TOP,61343_8_TOP,1.66,46.8,18.1,1391.14,47.88,8.1,1.35,0.08,0.85,3,0.14,0.64,37.6,0.1,24,86.08,16.58,0.43,4.13,48.94,6.58,27.2,40.6,32.2,52.48,2.35,,,,,,,,,,,,,,,,,,,,,,,,
61343,8,BTM,61343_8_BTM,1.59,16.2,12.51,1023.93,21.61,5,1.68,0.14,0.69,4,0.15,0.2,22.7,0.2,17,78.58,8.14,,,15.9,6.76,25.8,36.2,38,37.99,1.16,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61389,1,TOP,61389_1_TOP,2.19,58.3,17.63,358.25,32.72,4.3,1.52,0.38,0.19,3,0.16,0.74,20.6,0.5,28,65.19,12.53,1.84,2.27,4.95,7.02,41,34.8,24.3,49.45,5.8,,,,,,,,,,,,,,,,,,,,,,,,
61389,1,BTM,61389_1_BTM,2.05,,14.3,353.98,19.84,8.3,2.33,0.09,0.24,3,0.12,0.07,2.2,0.2,12,17.94,2.13,0.37,1.16,4.66,6.25,,,,17.27,1.96,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61389,10,TOP,61389_10_TOP,1.63,36.7,14.4,768.59,94.54,1.9,0.73,0.37,0.1,3,0.2,1.61,8.3,0.1,54,175.68,37.28,2.51,7.6,62.78,6.37,74,16,10.1,67.29,6.05,,,,,,,,,,,,,,,,,,,,,,,,
61389,10,BTM,61389_10_BTM,1.26,5.5,9.16,774.45,33.5,1,0.38,0.11,0.03,4,0.09,0.28,1,0.1,18,45.18,6.3,0.53,1.28,82.97,5.48,79.9,8,12.1,13.07,1.47,,,,,,,,,,,,,,,,,,,,,,,,
61389,11,TOP,61389_11_TOP,1.57,47,28.08,805.06,53.11,4,1.22,0.43,0.18,2,0.25,3.24,56.4,0.4,56,215.06,46.74,1.94,7.5,12.78,6.33,49.9,30,20.2,79.89,8.5,,,,,,,,,,,,,,,,,,,,,,,,
61389,11,BTM,61389_11_BTM,1.6,,12.77,273.22,13.08,2.2,0.67,0.06,0.06,3,0.12,0.11,6,0.1,16,25.34,2.8,1.44,0.88,25.76,6.53,49.9,30,20.2,21.82,1.1,,Below_Detection,,,,,,,,,,,,,,,,,,,,,,
61389,12,TOP,61389_12_TOP,2.25,29.1,7.24,279.4,28.09,3.5,1.31,0.16,0.43,3,0.25,0.94,42.2,0.6,60,55.44,10.21,1.56,2.42,25.75,5.52,39.9,37.9,22.2,31.74,4.13,,,,,,,,,,,,,,,,,,,,,,,,
61389,12,BTM,61389_12_BTM,1.22,5.7,13.24,360.55,20.68,9.3,2.59,0.16,0.26,3,0.12,0.09,3.2,0.2,15,19.65,2.48,0.67,1.13,14.98,6.22,35.9,28,36.2,32.77,0.94,,,,,,,,,,,,,,,,,,,,,,,,
61389,13,TOP,61389_13_TOP,1.93,46.8,21.4,441.98,59.97,4.8,1.68,0.33,0.58,2,0.15,1.27,16.3,0.4,26,84.75,17.49,6.91,2.2,41.29,7.13,23.8,46,30.2,50.34,9.12,,,,,,,,,,,,,,,,,,,,,,,,
61389,13,BTM,61389_13_BTM,1.38,4.1,23.35,408.84,31.87,5.1,1.78,0.05,0.21,3,0.17,0.51,9.4,0.4,26,51.47,8.79,2.15,1.17,24.53,6.6,7.8,52.1,40.2,14.35,2.63,,,,,,,,,,,,,,,,,,,,,,,,
61389,14,TOP,61389_14_TOP,2,51.4,19.66,358.04,47.09,4.5,1.23,0.41,0.5,3,0.15,1.15,15.8,0.3,22,83.33,18.54,4.78,2.78,26.98,7.26,33.7,44,22.3,75.36,13.18,,,,,,,,,,,,,,,,,,,,,,,,
61389,14,BTM,61389_14_BTM,1.39,10,17.41,185.2,17.06,4.1,1.23,0.09,0.22,3,0.12,0.43,8.4,0.3,15,29.24,4.16,2.76,1.02,10.57,6.81,33.7,42,24.3,17.98,1.86,,,,,,,,,,,,,,,,,,,,,,,,
61389,15,TOP,61389_15_TOP,1.94,84.3,16.96,550.93,45.37,4.9,1.34,0.24,0.6,3,0.18,1.49,21.4,0.3,19,201.95,33.48,0.45,2.73,42.33,7.37,41.7,38.1,20.3,45.31,4.29,,,,,,,,,,,,,,,,,,,,,,,,
61389,15,BTM,61389_15_BTM,1.57,11.8,14.06,311.1,16.86,4.2,1.53,0.13,0.26,3,0.14,0.22,6.6,0.2,18,41.08,4.94,0.28,0.85,23.45,7.06,35.7,38,26.4,17.91,0.82,,,,,,,,,,,,,,,,,,,,,,,,
61389,16,TOP,61389_16_TOP,2.43,77,15.38,286.39,26.04,4.7,1.7,0.13,0.26,3,0.15,0.92,19.3,0.6,19,72.15,15.2,1.76,2.83,7.44,6.75,33.7,42,24.4,26.59,4.62,,,,,,,,,,,,,,,,,,,,,,,,
61389,16,BTM,61389_16_BTM,1.52,7.3,13.73,221.68,14.97,5.8,1.86,0.06,0.14,3,0.13,0.09,6.4,0.3,15,22.99,2.53,0.52,1.24,9.76,6.98,25.7,42,32.4,88.89,1.3,,,,,,,,,,,,,,,,,,,,,,,,
61389,17,TOP,61389_17_TOP,2.21,49.9,19.34,363.45,40.64,4.4,1.57,0.23,0.57,3,0.17,1.17,19.2,0.7,27,87.39,16.74,1.63,1.98,14.99,6.81,27.7,46,26.4,48.14,4.6,,,,,,,,,,,,,,,,,,,,,,,,
61389,17,BTM,61389_17_BTM,1.53,8,16.98,373.36,20.09,5.7,2.08,0.09,0.2,3,0.12,0.12,2.9,0.3,14,24.44,3.36,1.35,1.21,11.34,7.09,25.7,44,30.4,91.05,2.28,,,,,,,,,,,,,,,,,,,,,,,,
61389,18,TOP,61389_18_TOP,1.87,123.3,17.3,523.83,46.99,4.6,1.32,0.38,0.35,3,0.21,1.64,14.9,0.4,26,152,34.32,1.34,3.3,30.89,7.38,47.7,32.1,20.3,57.23,6.95,,,,,,,,,,,,,,,,,,,,,,,,
61389,18,BTM,61389_18_BTM,1.8,13.3,10.06,263.58,16.27,3.7,1.33,0.1,0.11,3,0.13,0.21,5.6,0.3,19,39.06,4.75,0.55,0.86,25.98,6.63,55.7,24,20.4,13.71,1.13,,,,,,,,,,,,,,,,,,,,,,,,
61389,19,TOP,61389_19_TOP,1.95,111,17.85,644.21,47.28,5.3,1.36,0.34,0.55,3,0.22,1.48,15.3,0.3,23,221.51,33.15,0.46,3.18,36.33,7.29,43.7,36,20.4,60.84,5.76,,,,,,,,,,,,,,,,,,,,,,,,
61389,19,BTM,61389_19_BTM,0.86,15.2,9.88,,,3.6,1.31,0.1,0.28,3,0.13,0.41,11.9,0.2,16,35.52,3.47,0.37,1.11,18.75,6.73,41.6,36,22.4,16.9,1.18,,,,Data_Not_Available,Data_Not_Available,,,,,,,,,,,,,,,,,,,
61389,2,TOP,61389_2_TOP,2.43,66.2,13.11,350.77,27.46,4.9,1.74,0.08,0.21,3,0.15,0.41,21.6,0.5,29,55.77,8.83,2.83,2.41,16.98,6.18,51,24.8,24.3,22.58,4.18,,,,,,,,,,,,,,,,,,,,,,,,
61389,2,BTM,61389_2_BTM,1.7,6.6,10.31,281.01,13.88,4.3,1.63,0.04,0.13,4,0.12,0.06,1.7,0.2,12,26.26,2.32,0.37,0.86,7.46,6.65,71.1,6.7,22.3,12.57,0.88,,,,,,,,,,,,,,,,,,,,,,,,
61389,20,TOP,61389_20_TOP,1.98,78,21.17,492.36,47.2,4.5,1.48,0.35,0.33,3,0.19,1.07,21,0.4,33,82.54,17.42,6.8,3.32,10.72,7.06,27.6,42,30.4,36.7,7.43,,,,,,,,,,,,,,,,,,,,,,,,
61389,20,BTM,61389_20_BTM,1.62,9.9,19.86,258.07,17.97,4.6,1.36,0.07,0.15,2,0.13,0.36,8.4,0.2,18,33.61,4.23,0.73,1.21,17.8,6.53,31.6,42,26.4,9.41,1.1,,,,,,,,,,,,,,,,,,,,,,,,
61389,21,TOP,61389_21_TOP,2.21,50.1,17.26,438.7,42.46,3.6,1.48,0.22,0.4,2,0.18,0.7,18.1,0.4,29,56.61,10.33,3.69,2.09,21.25,6.9,37.6,38.1,24.3,47.37,7.17,,,,,,,,,,,,,,,,,,,,,,,,
61389,21,BTM,61389_21_BTM,1.82,8.7,14.85,544.19,28.72,6.9,2.39,0.1,0.24,3,0.13,0.1,2.4,0.2,16,35.89,3.78,1.15,1.03,7.65,6.91,37.6,30.1,32.3,15.94,1.66,,,,,,,,,,,,,,,,,,,,,,,,
61389,22,TOP,61389_22_TOP,2.02,53.5,16.02,370.76,35.44,3.9,1.4,0.26,0.31,2,0.11,0.61,12.4,0.2,18,63.35,12.36,3.19,1.21,7.8,7.7,41.6,38.1,20.4,38.29,7.71,,,,,,,,,,,,,,,,,,,,,,,,
61389,22,BTM,61389_22_BTM,2.02,7.1,14.52,387.42,20.41,8,2.14,0.12,0.19,3,0.11,0.06,1.7,0.2,13,27.9,2.28,1.07,0.76,4.27,7.43,33.6,34.1,32.4,15.46,1.58,,,,,,,,,,,,,,,,,,,,,,,,
61389,23,TOP,61389_23_TOP,2.01,73.7,19.63,323.04,31.89,4.6,1.48,0.37,0.42,3,0.13,0.95,22,0.3,25,51.27,10.9,5.81,2.73,16.07,6.94,33.6,44,22.4,55.83,11.31,,,,,,,,,,,,,,,,,,,,,,,,
61389,23,BTM,61389_23_BTM,1.77,12.5,12.53,312.23,24.26,5.9,2.19,0.07,0.19,3,0.1,0.22,7.9,0.3,17,39.36,5.5,1.53,1.66,5.01,6.81,27.6,42.1,30.4,14.14,2.24,,,,,,,,,,,,,,,,,,,,,,,,
61389,24,TOP,61389_24_TOP,1.86,107.3,19.76,1387.31,75.71,6.8,1.7,0.29,0.25,3,0.34,0.71,4.8,0.3,26,113.52,25.97,12.34,8.32,15.28,7.32,37.2,41.1,21.8,59.06,9.52,,,,,,,,,,,,,,,,,,,,,,,,
61389,24,BTM,61389_24_BTM,1.77,12.4,9.64,335.28,14.91,1.5,0.58,0.15,0.06,3,0.15,0.1,3.8,0.1,34,49.62,4.32,0.75,1.65,7.59,5.42,45.5,34.7,19.8,20.68,1.63,,,,,,,,,,,,,,,,,,,,,,,,
61389,3,TOP,61389_3_TOP,2,36.8,15.18,303.2,37.25,3.2,1.14,0.27,0.42,3,0.1,0.7,15.7,0.3,16,76.83,11.7,1.14,1.58,35.58,7.04,38.7,41.1,20.3,48.41,4.62,,,,,,,,,,,,,,,,,,,,,,,,
61389,3,BTM,61389_3_BTM,1.79,11.5,11.69,318.28,21.27,6.2,2.58,0.12,0.23,3,0.1,0.19,7.4,0.2,16,39.05,3.69,0.66,0.89,11.25,6.15,32.9,32.8,34.3,26.72,1.25,,,,,,,,,,,,,,,,,,,,,,,,
61389,4,TOP,61389_4_TOP,1.75,104.5,22.12,476.37,40.96,5.4,1.39,0.22,0.61,3,0.15,1.69,10.6,0.3,17,170.38,43.41,1.4,7.2,37.84,7.23,43.2,38.6,18.3,49.04,6.16,,,,,,,,,,,,,,,,,,,,,,,,
61389,4,BTM,61389_4_BTM,1.7,7.8,15.62,288.18,21.38,2.8,1.02,0.05,0.1,3,0.1,0.43,11,0.2,15,37.34,5.91,0.17,1.28,15.88,6.66,43.3,36.5,20.3,13.24,1,,,,,,,,,,,,,,,,,,,,,,,,
61389,5,TOP,61389_5_TOP,1.7,147.5,21.11,513.36,40.96,5.7,1.73,0.3,0.66,3,0.22,1.08,15.4,0.4,37,150.45,30.21,1.43,3.28,45.83,7,40.6,35.2,24.3,81.79,9.27,,,,,,,,,,,,,,,,,,,,,,,,
61389,5,BTM,61389_5_BTM,1.7,24.8,15.41,316.98,22.98,6.4,2.51,0.16,0.26,3,0.13,0.29,7.6,0.3,21,33.88,4.29,0.14,1.4,28.39,6.63,41,31.1,27.9,18.01,1.31,,,,,,,,,,,,,,,,,,,,,,,,
61389,6,TOP,61389_6_TOP,2.17,35.3,18.54,138.04,16.04,3.2,1.26,0.39,0.3,3,0.1,0.7,13.2,0.3,15,50.66,10.78,3.28,1.75,27.59,7.26,44.9,34.8,20.3,73.83,8.84,,,,,,,,,,,,,,,,,,,,,,,,
61389,6,BTM,61389_6_BTM,1.61,5.5,7.58,77.24,7.82,1.6,0.63,0.05,0.06,3,0.07,0.13,3,0.1,12,7.81,1.64,0.56,0.38,31.92,6.77,76.9,2.9,20.3,9.48,1.13,,,,,,,,,,,,,,,,,,,,,,,,
61389,7,TOP,61389_7_TOP,2.25,59.7,19.14,241.05,25.71,4,1.25,0.26,0.43,4,0.14,0.82,18.5,0.5,29,76.73,16.59,7.44,11.88,32.86,6.77,33,42.8,24.2,38.72,6,,,,,,,,,,,,,,,,,,,,,,,,
61389,7,BTM,61389_7_BTM,1.43,7.6,14.88,137.23,9.17,5.1,1.44,0.19,0.14,3,0.11,0.41,7.9,0.5,21,25.62,5.28,0.41,2.91,18.29,6.27,39,36.8,24.3,33.4,1.93,,,,,,,,,,,,,,,,,,,,,,,,
61389,8,TOP,61389_8_TOP,2.34,69.1,16.89,177.5,21.13,3.7,1.4,0.39,0.16,3,0.15,0.64,21.9,0.3,31,61.69,13.95,1.44,0.68,5.01,6.95,41.3,34.5,24.3,48.09,6.82,,,,,,,,,,,,,,,,,,,,,,,,
61389,8,BTM,61389_8_BTM,1.89,4.5,15.04,159.84,12.17,4.2,1.46,0.22,0.13,3,0.09,0.11,5.4,0.2,15,26,3.74,4.46,1.98,8,6.43,47.3,28.5,24.3,9.15,1.25,,,,,,,,,,,,,,,,,,,,,,,,
61389,9,TOP,61389_9_TOP,2.47,23,16.29,251.34,23.93,3.6,1.38,0.27,0.28,2,0.19,1.06,29.8,1.1,44,57.2,8.92,1.22,2.89,25.27,6.05,22,56,22.1,43.83,5.94,,,,,,,,,,,,,,,,,,,,,,,,
61389,9,BTM,61389_9_BTM,1.99,5.5,16.16,198.28,6.43,8.6,2.44,0.11,0.16,3,0.1,0.05,2.3,0.2,14,17.7,2.79,0.54,0.68,10.44,6.45,36,28,36.1,23.37,1.17,,,,,,,,,,,,,,,,,,,,,,,,
61412,1,TOP,61412_1_TOP,,60.1,,,,,,,,,,,,,,,,0.51,9.49,,3.96,63.3,24.6,12.2,,,Data_Not_Available,,Data_Not_Available,Data_Not_Available,Data_Not_Available,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Data_Not_Available,Data_Not_Available,,,Data_Not_Available,,,Data_Not_Available,Data_Not_Available
61412,1,BTM,61412_1_BTM,0.24,,439.24,919.08,181.63,,,,,,,,,,,974.71,179.4,1.16,25.62,18.88,3.47,,,,298.87,10.11,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61412,2,TOP,61412_2_TOP,0.21,51.2,375.09,1997.4,120.5,,,,,,,,,,,881.73,120.22,0.49,14.15,5.97,3.64,54.5,25.1,20.4,1199.79,8.77,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61412,2,BTM,61412_2_BTM,0.28,,212.3,21470.61,348.62,,,,,,,,,,,595.92,65.62,0.55,9.83,11.03,4.65,,,,110.97,6.37,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61412,3,TOP,61412_3_TOP,0.46,53.6,221.26,1186.97,72.97,,,,,,,,,,,1133.67,175.54,0.41,13.18,11.91,3.71,43.9,38.6,17.5,424.86,9.82,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61412,3,BTM,61412_3_BTM,0.37,,160.29,4311.8,106.89,,,,,,,,,,,612.82,71.26,0.79,8.95,5.51,4.43,,,,79.99,2.97,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61412,4,TOP,61412_4_TOP,0.37,104.8,236.45,1298.16,100.13,,,,,,,,,,,1023.42,170.62,0.33,13.46,26.1,3.76,51.6,28,20.4,302.27,12.55,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61412,4,BTM,61412_4_BTM,0.5,,137.34,5908.01,136.38,,,,,,,,,,,633.51,89.65,0.4,6.14,6.44,4.78,,,,98.29,2.3,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61412,5,TOP,61412_5_TOP,0.37,113.6,243.09,17968.74,328.15,,,,,,,,,,,1153.89,107.25,0.41,13.12,14.18,3.97,56.9,28.5,14.6,874.52,14.32,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61412,5,BTM,61412_5_BTM,0.33,,188.36,17310.91,347.98,,,,,,,,,,,311.46,44.39,0.61,15.55,20.72,4.83,,,,172.04,4.66,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61412,6,TOP,61412_6_TOP,0.55,155.2,101.4,2861.21,161.38,,,,,,,,,,,773.28,108.43,0.41,4.76,17.98,4.44,57.8,32,10.3,159.47,4.61,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61412,6,BTM,61412_6_BTM,2,,9.1,277.09,18.76,,,,,,,,,,,20.02,3.97,0.39,1.93,4.48,5.71,,,,11.26,1.08,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61412,7,TOP,61412_7_TOP,1.03,34.8,80.24,2479.19,83.38,,,,,,,,,,,401.25,42.13,0.38,2.04,53.98,4.56,63.8,26,10.3,134.55,3.16,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61412,7,BTM,61412_7_BTM,1.54,,12.78,971.45,28.61,,,,,,,,,,,18.94,2.47,0.4,2.39,13.89,6.08,,,,15.2,0.68,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61412,8,TOP,61412_8_TOP,1.14,87.1,61.99,1480.75,109.07,2.1,0.62,0.06,0.13,4,0.16,1,3.3,0.3,120,622.44,102.79,0.36,3.99,13.12,4.3,73.8,18,8.3,105.67,4.05,,,,,,,,,,,,,,,,,,,,,,,,
61412,8,BTM,61412_8_BTM,1.1,20.1,27.04,6038.23,124.92,,,,,,,,,,,166.15,19.8,0.36,2.26,6.29,5.1,57.8,30,12.3,118.71,1.87,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61412,9,TOP,61412_9_TOP,,,10.53,15.86,4.91,,,,,,,,,,,3.51,0.58,,,0.41,8.72,69.8,18,12.3,3.58,0.44,Failed_QC,Below_Detection,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,,,
61412,9,BTM,61412_9_BTM,1.86,,11.21,16.05,7.79,,,,,,,,,,,1.82,,0.74,0.63,0.57,8.79,65.8,22,12.3,6.09,0.52,,Below_Detection,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,Below_Detection,,,,,,,
61414,1,TOP,61414_1_TOP,0.93,59.6,101.67,691.04,34.7,,,,,,,,,,,,,2.11,6.45,142.46,5.21,62.6,15.4,22.1,79.16,4.2,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,,,,,,,
61414,1,BTM,61414_1_BTM,0.75,11.4,87.95,501.43,37.9,,,,,,,,,,,,,0.81,27.46,71,5.6,34.7,23.3,42.1,61.31,4.88,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,,,,,,,
61414,2,TOP,61414_2_TOP,0.37,,469.72,1360.27,169.8,,,,,,,,,,,,,1.42,27.99,381.82,5.79,,,,254.53,15.55,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61414,2,BTM,61414_2_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
61414,3,TOP,61414_3_TOP,0.27,81.9,474.67,1357.93,85.63,,,,,,,,,,,,,0.6,19.39,607.91,5.77,,,,226.31,15.37,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61414,3,BTM,61414_3_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
61414,4,TOP,61414_4_TOP,0.26,,510.1,2827.18,165.87,,,,,,,,,,,,,1.02,44.43,347.71,5.73,,,,218.4,23.5,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61414,4,BTM,61414_4_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
61414,5,TOP,61414_5_TOP,0.3,103.9,568.63,3102.78,94.42,,,,,,,,,,,,,0.52,22.47,644.97,6.18,,,,1390.02,18.62,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61414,5,BTM,61414_5_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
